title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
"Decline of Western Civilization, The",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Decline of Western Civilization Part II: The Metal Years, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
For a Few Dollars More (Per qualche dollaro in più),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Magnum Force,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Blood Simple,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Fabulous Baker Boys, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Prizzi's Honor,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Flatliners,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Light Years (Gandahar),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Porky's,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porky's II: The Next Day,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porky's Revenge,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Private School,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Class of Nuke 'Em High,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Toxic Avenger, The",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Toxic Avenger, Part II, The",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Toxic Avenger Part III: The Last Temptation of Toxie, The",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Night of the Creeps,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Predator 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Running Man, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Starman,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"Brother from Another Planet, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Alien Nation,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
Mad Max,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Road Warrior, The (Mad Max 2)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Mad Max Beyond Thunderdome,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bird on a Wire,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Angel Heart,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
9 1/2 Weeks (Nine 1/2 Weeks),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Firestarter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Sleepwalkers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Action Jackson,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sarafina!,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Soapdish,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Long Walk Home, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clara's Heart,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Burglar,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatal Beauty,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Gone in 60 Seconds,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Love's Labour's Lost,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sunshine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hamlet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Coming Home,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
American Pop,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Assault on Precinct 13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Near Dark,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
One False Move,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Shaft,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Conversation, The",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Cutter's Way,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Fury, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Paper Chase, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Serpico,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ace in the Hole (Big Carnival, The)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lonely Are the Brave,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Sugarland Express, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trouble in Paradise,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Big Trouble in Little China,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Badlands,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Battleship Potemkin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Boys and Girls,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shaft,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Titan A.E.,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Butterfly (La lengua de las mariposas),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jesus' Son,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chicken Run,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Me, Myself & Irene",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patriot, The",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Adventures of Rocky and Bullwinkle, The",0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Perfect Storm, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Golden Bowl, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Communion,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Kentucky Fried Movie, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blood In, Blood Out",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
F/X,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hot Spot, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Missing in Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Missing in Action 2: The Beginning,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Braddock: Missing in Action III,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Thunderbolt and Lightfoot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreamscape,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
The Golden Voyage of Sinbad,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
House Party,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House Party 2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Croupier,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Kid, The",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Scary Movie,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
But I'm a Cheerleader,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shower (Xizao),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blow-Up (Blowup),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Pawnbroker, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Groove,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Footloose,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Duel in the Sun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
X-Men,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chuck & Buck,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Five Senses, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"In Crowd, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
What Lies Beneath,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Pokémon the Movie 2000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anatomy of a Murder,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Freejack,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mackenna's Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sinbad and the Eye of the Tiger,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Two Women (Ciociara, La)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
What About Bob?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Sands,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Breaker Morant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interiors,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Love and Death,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Official Story, The (La historia oficial)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tampopo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutty Professor II: The Klumps,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Girl on the Bridge, The (Fille sur le pont, La)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Wonderland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Autumn in New York,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Coyote Ugly,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Hollow Man,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Space Cowboys,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Psycho Beach Party,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Saving Grace,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Black Sabbath (Tre volti della paura, I)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Brain That Wouldn't Die, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Bronco Billy,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Crush, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kelly's Heroes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Phantasm II,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
Phantasm III: Lord of the Dead,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Phantasm IV: Oblivion,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pumpkinhead,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Air America,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleepaway Camp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Steel Magnolias,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
And God Created Woman (Et Dieu... créa la femme),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Easy Money,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ilsa, She Wolf of the SS",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Spiral Staircase,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
I'm the One That I Want,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tao of Steve, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Affair of Love, An (Liaison pornographique, Une)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bless the Child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cecil B. DeMented,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eyes of Tammy Faye, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Replacements, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About Adam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cell, The",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Godzilla 2000 (Gojira ni-sen mireniamu),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Original Kings of Comedy, The",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Naked Gun: From the Files of Police Squad!, The",1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Naked Gun 2 1/2: The Smell of Fear, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our Town,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shane,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Suddenly, Last Summer",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cat Ballou,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supergirl,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Art of War, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bring It On,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crew, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skipped Parts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Highlander: Endgame (Highlander IV),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nurse Betty,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
Solas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Watcher, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Way of the Gun, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Almost Famous,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bait,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circus,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Crime and Punishment in Suburbia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Duets,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Under Suspicion,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Urban Legends: Final Cut,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Woman on Top,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dancer in the Dark,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Best in Show,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Broken Hearts Club, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Girlfight,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Remember the Titans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hellraiser,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hellbound: Hellraiser II,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hellraiser III: Hell on Earth,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Faraway, So Close (In weiter Ferne, so nah!)",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Bikini Beach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stranger Than Paradise,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Voyage to the Bottom of the Sea,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fantastic Voyage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Abbott and Costello Meet Frankenstein,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bank Dick, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creature from the Black Lagoon, The",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Invisible Man, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Killer Shrews, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Runaway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Slumber Party Massacre, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Slumber Party Massacre II,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Slumber Party Massacre III,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sorority House Massacre,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sorority House Massacre II,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bamboozled,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digimon: The Movie,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Carter,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Get Carter,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Meet the Parents,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Requiem for a Dream,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tigerland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Two Family House,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Contender, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Dr. T and the Women,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ladies Man, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Jack,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Billy Jack Goes to Washington,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Time Machine, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ghoulies II,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Unsinkable Molly Brown, The",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Adventures of Ichabod and Mr. Toad, The",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Strange Love of Martha Ivers, The",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Detour,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Billy Elliot,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bedazzled,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pay It Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Private Eyes, The",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Legend of Drunken Master, The (Jui kuen II)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Book of Shadows: Blair Witch 2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"Little Vampire, The",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie's Angels,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Legend of Bagger Vance, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Little Nicky,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men of Honor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red Planet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
You Can Count on Me,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Diamonds Are Forever,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Eagle Has Landed, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"6th Day, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Bounce,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
How the Grinch Stole Christmas (a.k.a. The Grinch),0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
One Day in September,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rugrats in Paris: The Movie,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102 Dalmatians,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malèna,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Quills,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Unbreakable,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Crouching Tiger, Hidden Dragon (Wo hu cang long)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Dungeons & Dragons,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Proof of Life,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vertical Limit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bounty, The",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Planes, Trains & Automobiles",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She's Having a Baby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Living Daylights, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Transformers: The Movie,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wall Street,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Born on the Fourth of July,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Talk Radio,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brewster's Millions,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snatch,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Punchline,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chocolat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Dude, Where's My Car?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Emperor's New Groove, The",0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pollock,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
What Women Want,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Finding Forrester,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gift, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Before Night Falls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cast Away,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Family Man, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"House of Mirth, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Miss Congeniality,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"O Brother, Where Art Thou?",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
State and Main,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dracula 2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
All the Pretty Horses,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"Everlasting Piece, An",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thirteen Days,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Traffic,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Claim, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Shadow of the Vampire,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
House of Games,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
Annie,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Don't Tell Mom the Babysitter's Dead,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Officer and a Gentleman, An",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Alamo, The",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
At Close Range,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Friendly Persuasion,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gettysburg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Horrors of Spider Island (Ein Toter Hing im Netz),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Antitrust,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
